;_id;estado;direccion;Aeropuerto;Aestrenar;Agua;Alarma;Alcantarillado;Amoblado;Ano Construcción;Area Construcción;Ascensor;Autopista;Avenida;Balcon;Barbecue;Bodega;Cable;CasaColonial;Chimenea;Cocina;Colegio;Comercios;Concreto;Concurrida;Conserje;EdificioN;Estacionamiento;GasCentral;Generador;Gimnasio;Hospital;Iglesia;JInfantiles;Jacuzzi;Jardin;MedidorAgua;Mes Construcción;Moderno;Montania;NoAmbientes;NoBanos;NoDormitorios;NoEstacionamientos;Piscina;Playa;Reconstruido;Renovado;Residencial;Seguridad;Terraza;Terreno;Total M²;TransporteP;Trole;Turismo;Vista Panoramica;Walk;ZonaTranquila;NoAmb;NoBan;NoDorm;NoMetros;estadoTran;lat;lng;precio;price;tipoInv;tipoTran;titulo
4283;94436dd8ddb92346fd36a08a32ec9f8847cf4807------CDLA. SAN GREGORIO - Machala, Ecuador;;CDLA. SAN GREGORIO - Machala, Ecuador;0;0;0;0;0;0;2010;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;200.0;0;0;0;0;0;0;0;0;0;200;;0.0;0.0;31000.0;31,000;Terreno;De Venta;CDLA. SAN GREGORIO  -  Machala, Ecuador
4284;15a032cd39c1c771cbc531868aad14fe60863ae3---En Construcción / En Planos---s/n DUCHILEMA Y PURUHAES - CALLE DUCHILEMA Y PURUHAES SECTOR FAJARDO - Inchalillo - Sangolqui, Ecuador;En Construcción / En Planos;s/n DUCHILEMA Y PURUHAES - CALLE DUCHILEMA Y PURUHAES SECTOR FAJARDO - Inchalillo - Sangolqui, Ecuador;0;0;1;0;0;0;2020;;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;192.89;192.89;1;0;0;1;0;1;0;0;0;192.89;En Construcción / En Planos;-0.341261;-78.465284;30862.4;30,862.40;Terreno;De Venta;s/n DUCHILEMA Y PURUHAES  - CALLE DUCHILEMA Y PURUHAES SECTOR FAJARDO  - Inchalillo  -  Sangolqui, Ecuador
4285;e86ba4090bb41875a03388d6908bb43ca0ef1dce---Por Estrenar---s/n CALLE DUCHILEMA Y PURUHAES SECTOR FAJARDO - CALLE DUCHILEMA Y PURUHAES SECTOR FAJARDO - Inchalillo - Sangolqui, Ecuador;Por Estrenar;s/n CALLE DUCHILEMA Y PURUHAES SECTOR FAJARDO - CALLE DUCHILEMA Y PURUHAES SECTOR FAJARDO - Inchalillo - Sangolqui, Ecuador;0;0;1;0;1;0;2020;;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;;192.89;1;0;0;1;0;1;0;0;0;192.89;;-0.34154;-78.466158;30862.4;30,862.40;Terreno;De Venta;s/n CALLE DUCHILEMA Y PURUHAES SECTOR FAJARDO  - CALLE DUCHILEMA Y PURUHAES SECTOR FAJARDO  - Inchalillo  -  Sangolqui, Ecuador
4286;5ef34c7f5834065e378d02d5dacc01e308046463---RESERVADA---San Antonio de Pichincha - Ciudad Mitad Del Mundo - San Antonio, Ecuador;RESERVADA;San Antonio de Pichincha - Ciudad Mitad Del Mundo - San Antonio, Ecuador;0;0;0;0;0;0;2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;300.0;0;0;0;0;0;0;0;0;0;300;RESERVADA;0.0;0.0;30000.0;30,000;Terreno;De Venta;San Antonio de Pichincha  - Ciudad Mitad Del Mundo  -  San Antonio, Ecuador
4287;6b8de61cfb1474424e9063ba881c04d741c650d7------San Francisco de Jijón - Selva Alegre - Sangolqui, Ecuador;;San Francisco de Jijón - Selva Alegre - Sangolqui, Ecuador;0;0;0;0;0;0;2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;503.0;0;0;0;0;0;0;0;0;0;503;;0.0;0.0;30000.0;30,000;Terreno;De Venta;San Francisco de Jijón  - Selva Alegre  -  Sangolqui, Ecuador
4288;1446edd33cce54ba50ee71d53874db65fea1faf9---Por Estrenar---S/N Jonas - Angamarca - Santa Barbara Alta - La Mena, Ecuador;Por Estrenar;S/N Jonas - Angamarca - Santa Barbara Alta - La Mena, Ecuador;0;0;0;0;0;0;2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;;600.0;0;0;0;0;0;0;0;0;0;600;;-0.257770145599;-78.556129932404;30000.0;30,000;Terreno;De Venta;S/N Jonas  - Angamarca  - Santa Barbara Alta  -  La Mena, Ecuador
4289;36bdd93953a2ab29a38b1dd32981f897f85e78b6---Por Estrenar---MANTA - Norte de Manta - Manta, Ecuador;Por Estrenar;MANTA - Norte de Manta - Manta, Ecuador;1;0;0;0;0;0;2021;;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;150;150.0;1;0;0;0;0;1;0;0;0;150;;-0.985044;-80.69404;30000.0;30,000;Terreno;De Venta;MANTA  - Norte de Manta  -  Manta, Ecuador
4290;745f5da2df824b801df024ee4502f475c1426f7b---Por Estrenar---VILLA DEL REY - Sur de Daule - Daule, Ecuador;Por Estrenar;VILLA DEL REY - Sur de Daule - Daule, Ecuador;0;0;0;0;0;0;2012;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100.0;0;0;0;0;0;0;0;0;0;100;;-2.023531214143;-79.920473098755;30000.0;30,000;Terreno;De Venta;VILLA DEL REY  - Sur de Daule  -  Daule, Ecuador
4291;682a619e4259fc95e5e1ec3efa1bed57a6392292------Panamericana Norte - Tocachi, Ecuador;;Panamericana Norte - Tocachi, Ecuador;0;0;0;0;0;0;2021;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;500.0;0;0;1;0;0;0;0;0;0;500;;-0.103676;-78.421362;30000.0;30,000;Terreno;De Venta;Panamericana Norte  -  Tocachi, Ecuador
4292;28955614c2aa4171b612aac83693facbe98df5b5------VENTA DE TERRENO SECTOR REG.BARRIO OTTO ALVAREZ - Machala, Ecuador;;VENTA DE TERRENO SECTOR REG.BARRIO OTTO ALVAREZ - Machala, Ecuador;0;0;1;0;0;0;2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;162.0;0;0;0;0;0;0;0;0;0;162;;-3.259292;-79.959183;30000.0;30,000;Terreno;De Venta;VENTA DE TERRENO SECTOR REG.BARRIO OTTO ALVAREZ  -  Machala, Ecuador
4293;6b15e8e64d85df67771e8259b7d704e361aaaafe---Por Estrenar---PEDRO VICENTE MALDONADO - Urb. Cascada Azúl Etapa 2 - Pedro Vicente Maldonado, Ecuador;Por Estrenar;PEDRO VICENTE MALDONADO - Urb. Cascada Azúl Etapa 2 - Pedro Vicente Maldonado, Ecuador;0;0;1;0;0;0;2020;;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1,500;1500.0;0;0;0;1;0;1;0;0;0;1,500;;0.097799;-79.118818;29900.0;29,900;Terreno;De Venta;PEDRO VICENTE MALDONADO  - Urb. Cascada Azúl Etapa 2  -  Pedro Vicente Maldonado, Ecuador
4294;e39cce7a914d4d180c110c3ec011ad615e3ae8cf------374 Coop. de vivienda Servidores de la Salud - Calle Nela Martinez lote 374 - Rumiñahui, Ecuador;;374 Coop. de vivienda Servidores de la Salud - Calle Nela Martinez lote 374 - Rumiñahui, Ecuador;0;0;0;0;0;0;2020;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1,286;1286.0;1;0;0;1;0;1;0;0;0;1,286;;-0.396808;-78.437904;29900.0;29,900;Terreno;De Venta;374 Coop. de vivienda Servidores de la Salud  - Calle Nela Martinez lote 374  -  Rumiñahui, Ecuador
4295;52c4f2d4455629d777c0282f0032e7cd8dfcadee---RESERVADA---Ing Alfonso Calderon Moreno SN - CONOCOTO - Conocoto, Ecuador;RESERVADA;Ing Alfonso Calderon Moreno SN - CONOCOTO - Conocoto, Ecuador;0;0;0;0;0;0;2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;177.0;0;0;0;0;0;0;0;0;0;177;;-0.3813;-78.605697;29500.0;29,500;Terreno;De Venta;Ing Alfonso Calderon Moreno SN  - CONOCOTO  -  Conocoto, Ecuador
4296;40f00f58ed58f8f7f23b19aa4ea2ced52809fc84---Por Estrenar---Av Simon Bolivar y Camino Del Inca - Ciudad Futura - Quitumbe, Ecuador;Por Estrenar;Av Simon Bolivar y Camino Del Inca - Ciudad Futura - Quitumbe, Ecuador;0;1;0;0;0;0;2016;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;222.0;0;0;0;0;0;0;0;0;0;222;;-0.310448;-78.524051;28500.0;28,500;Terreno;De Venta;Av Simon Bolivar y Camino Del Inca  - Ciudad Futura  -  Quitumbe, Ecuador
4297;76fe5a351ca4329bb37ddef1720d63a94d5f5e93---VENDIDA---S/N Chaquibamba-Guayllabamaba - Chaquibamba - Chaquibamba - Guayllabamba, Ecuador;VENDIDA;S/N Chaquibamba-Guayllabamaba - Chaquibamba - Chaquibamba - Guayllabamba, Ecuador;0;0;0;0;0;0;2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;700.0;0;0;0;0;0;0;0;0;0;700;VENDIDA;0.0;0.0;28000.0;28,000;Terreno;De Venta;S/N Chaquibamba-Guayllabamaba  - Chaquibamba  - Chaquibamba  -  Guayllabamba, Ecuador
4298;b04662232f85aeaea003b2b1919d393ea8965c7f---Por Estrenar---s/n Vía a los Bancos - Vía a los Bancos, junto a la hostería El Borojó - Pedro Vicente Maldonado, Ecuador;Por Estrenar;s/n Vía a los Bancos - Vía a los Bancos, junto a la hostería El Borojó - Pedro Vicente Maldonado, Ecuador;0;1;0;0;0;0;2020;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1,700;1700.0;0;0;0;0;0;0;0;0;0;1,700;;0.072205;-78.966068;28000.0;28,000;Terreno;De Venta;s/n Vía a los Bancos  - Vía a los Bancos, junto a la hostería El Borojó  -  Pedro Vicente Maldonado, Ecuador
4299;204cccb51a1b227bf0923bf0f1b645aaac549828---Por Estrenar---s/n San Jose de Monjas y linea Ferrea Pasaje 2 - San Jose de Monjas - San Jose de Monjas - Puengasi, Ecuador;Por Estrenar;s/n San Jose de Monjas y linea Ferrea Pasaje 2 - San Jose de Monjas - San Jose de Monjas - Puengasi, Ecuador;0;0;1;0;1;0;2021;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;202;202.0;1;0;0;1;0;1;0;0;0;202;;-0.117088;-78.466244;28000.0;28,000;Terreno;De Venta;s/n San Jose de Monjas y linea Ferrea Pasaje 2  - San Jose de Monjas  - San Jose de Monjas  -  Puengasi, Ecuador
4300;ef8c645abe75f5c0674f4460e868ffdebe8a0227---Por Estrenar---manta - Norte de Manta - Manta, Ecuador;Por Estrenar;manta - Norte de Manta - Manta, Ecuador;1;0;1;0;1;0;2010;;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;343.0;1;0;0;0;0;1;0;0;0;343;;-0.96212;-80.71271;28000.0;28,000;Terreno;De Venta;manta  - Norte de Manta  -  Manta, Ecuador
4301;366e496bdaced59a5d1a97a0fa8b8727ede54178---Usada---MANTA NORTE - Montecristi, Ecuador;Usada;MANTA NORTE - Montecristi, Ecuador;0;0;0;0;0;0;2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;345;345.0;0;0;0;0;0;0;0;0;0;345;;-0.993011;-80.692606;28000.0;28,000;Terreno;De Venta;MANTA NORTE  -  Montecristi, Ecuador
4302;02be17c4b7ddb505ea9822038a3ff949f2e6726d------VIA PANAMERICANA - Santa Rosa, Ecuador;;VIA PANAMERICANA - Santa Rosa, Ecuador;0;1;0;0;0;0;2011;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;462;462.0;0;0;0;0;0;0;0;0;0;462;;0.0;0.0;28000.0;28,000;Terreno;De Venta;VIA PANAMERICANA  -  Santa Rosa, Ecuador
4303;b21a32ea7f8910e7646a9e83bdf6cd8192eca4b4------CIUDADELA GENESIS - Machala, Ecuador;;CIUDADELA GENESIS - Machala, Ecuador;0;0;0;0;0;0;2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;200.0;0;0;0;0;0;0;0;0;0;200;;-3.283514;-79.937437;28000.0;28,000;Terreno;De Venta;CIUDADELA GENESIS  -  Machala, Ecuador
4304;1a18806c7c42d5fa70a66473426dc235901ceef1------Lote N° 6 Sector San Francisco - Sector San Francisco - San Miguel, Ecuador;;Lote N° 6 Sector San Francisco - Sector San Francisco - San Miguel, Ecuador;0;0;0;0;1;0;2021;;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;542.34;542.34;1;0;0;1;0;1;0;0;0;542.34;;-1.032144;-78.57851;27990.0;27,990;Terreno;De Venta;Lote N° 6 Sector San Francisco  - Sector San Francisco  -  San Miguel, Ecuador
4305;2dd7cf7705d1a806995ea132db145af3d3ef7388------S/N De las Azaleas - De las Azaleas - Cristiania 2 - Comite Del Pueblo, Ecuador;;S/N De las Azaleas - De las Azaleas - Cristiania 2 - Comite Del Pueblo, Ecuador;0;1;1;0;1;0;2021;;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;275.06;1;0;0;1;0;0;0;0;0;275.06;;0.016884;-78.463324;27000.0;27,000;Terreno;De Venta;S/N De las Azaleas  - De las Azaleas  - Cristiania 2  -  Comite Del Pueblo, Ecuador
4306;598416c432159bdfcb4ed02127585cc21676f219---VENDIDA---Manta Zona Norte - Norte de Manta - Manta, Ecuador;VENDIDA;Manta Zona Norte - Norte de Manta - Manta, Ecuador;0;0;0;0;0;0;2020;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;320.0;0;0;0;0;0;0;0;0;0;320;VENDIDA;-0.970484;-80.680375;27000.0;27,000;Terreno;De Venta;Manta Zona Norte  - Norte de Manta  -  Manta, Ecuador
4307;888000a638f39843333d241a27b3508eb6fc7690------Santa Isabel Yunguilla - Santa Isabel, Ecuador;;Santa Isabel Yunguilla - Santa Isabel, Ecuador;0;0;0;0;0;0;2016;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,077;1077.0;0;0;0;1;0;0;0;0;0;1,077;;-3.302994;-79.329185;27000.0;27,000;Terreno;De Venta;Santa Isabel Yunguilla  -  Santa Isabel, Ecuador
4308;4ea584b8299ecf99f704cb6887f7110de770ff4e---Por Estrenar---CIUDADELA EL DEPORTISTA - PLAYAS VILLAMIL - Playas, Ecuador;Por Estrenar;CIUDADELA EL DEPORTISTA - PLAYAS VILLAMIL - Playas, Ecuador;0;0;0;0;0;0;2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;170.0;0;0;0;0;0;0;0;0;0;170;;0.0;0.0;27000.0;27,000;Terreno;De Venta;CIUDADELA EL DEPORTISTA  - PLAYAS VILLAMIL  -  Playas, Ecuador
4309;8a0bb3bf4735cf2af0be7ecc29c9c9be82d4594d------Conjunto Privado - Yunguilla - Santa Isabel, Ecuador;;Conjunto Privado - Yunguilla - Santa Isabel, Ecuador;0;1;0;0;0;0;2022;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1,072.30;1072.3;0;0;0;1;0;0;0;0;0;1,072.30;;-3.27471;-79.31475;26800.0;26,800;Terreno;De Venta;Conjunto Privado  - Yunguilla  -  Santa Isabel, Ecuador
4310;7e84de9f55314c5e6cfbe21f2d852969c40cbe1f---En Construcción / En Planos---LOS LAURELES QUEVEDO - Quevedo, Ecuador;En Construcción / En Planos;LOS LAURELES QUEVEDO - Quevedo, Ecuador;0;0;0;0;0;0;2000;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;200.0;0;0;0;0;0;0;0;0;0;200;En Construcción / En Planos;-0.8803;-79.37704;26500.0;26,500;Terreno;De Venta;LOS LAURELES QUEVEDO  -  Quevedo, Ecuador
4311;f1101e82452bd0b02d48446ea44a298e3687fc93------Calle 2 - Mompiche, Ecuador;;Calle 2 - Mompiche, Ecuador;0;0;0;0;0;0;2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;340.0;0;0;0;0;0;0;0;0;0;340;;0.0;0.0;26000.0;26,000;Terreno;De Venta;Calle 2  -  Mompiche, Ecuador
4312;9ed8a25cb4cf10d1fba2da87f6bfb867e76960be---VENDIDA---S/N Chaquibamba-Guayllabamaba - Chaquibamba - Chaquibamba - Guayllabamba, Ecuador;VENDIDA;S/N Chaquibamba-Guayllabamaba - Chaquibamba - Chaquibamba - Guayllabamba, Ecuador;0;0;0;0;0;0;2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;650.0;0;0;0;0;0;0;0;0;0;650;VENDIDA;0.0;0.0;26000.0;26,000;Terreno;De Venta;S/N Chaquibamba-Guayllabamaba  - Chaquibamba  - Chaquibamba  -  Guayllabamba, Ecuador
4313;9844afd4a8d644bebed96aab538dde8bdc7f67ab------Portoviejo - Norte de Portoviejo - Portoviejo, Ecuador;;Portoviejo - Norte de Portoviejo - Portoviejo, Ecuador;0;0;1;0;1;0;2020;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;128;128.0;1;0;0;0;0;1;0;0;0;128;;-1.062679;-80.457588;26000.0;26,000;Terreno;De Venta;Portoviejo  - Norte de Portoviejo  -  Portoviejo, Ecuador
4314;485ca467a7d9dd534836177632ec232fe8375acb------Sector San Ramón - Machala, Ecuador;;Sector San Ramón - Machala, Ecuador;0;1;1;0;1;0;2021;;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;216;216.0;1;0;0;0;0;1;0;0;0;216;;0.0;0.0;26000.0;26,000;Terreno;De Venta;Sector San Ramón  -  Machala, Ecuador
4315;2498dde85dcad75cebb46bc1ec45872e4cd72b0a------Lote N° 7 Sector San Francisco - Sector San Francisco - San Miguel, Ecuador;;Lote N° 7 Sector San Francisco - Sector San Francisco - San Miguel, Ecuador;0;0;0;0;1;0;2021;;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;542.34;542.34;1;0;0;1;0;1;0;0;0;542.34;;-1.038022;-78.577373;25990.0;25,990;Terreno;De Venta;Lote N° 7 Sector San Francisco  - Sector San Francisco  -  San Miguel, Ecuador
4316;d61e415ea0f89c3041e7e47f52426a4bc1b81238------Conjunto Privado - Yunguilla - Santa Isabel, Ecuador;;Conjunto Privado - Yunguilla - Santa Isabel, Ecuador;0;1;0;0;0;0;2022;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1,020.01;1020.01;0;0;0;1;0;0;0;0;0;1,020.01;;-3.27471;-79.31475;25500.0;25,500;Terreno;De Venta;Conjunto Privado  - Yunguilla  -  Santa Isabel, Ecuador
4317;0c461ded864e14b3b55513e8b11ab8c87fa48a0f---Por Estrenar---Lote 16 Av. Monseñor Leonidas Proaño y calle G - Av. Monseñor Leonidas Proaño y calle G - Ibarra, Ecuador;Por Estrenar;Lote 16 Av. Monseñor Leonidas Proaño y calle G - Av. Monseñor Leonidas Proaño y calle G - Ibarra, Ecuador;0;0;0;0;0;0;2017;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;347.85;347.85;0;0;0;0;0;0;0;0;0;347.85;;0.359751;-78.139975;25393.0;25,393;Terreno;De Venta;Lote 16 Av. Monseñor Leonidas Proaño y calle G  - Av. Monseñor Leonidas Proaño y calle G  -  Ibarra, Ecuador
4318;c6f380711219b1d45124e6eaac548a78192dcbef---Por Estrenar---Lote 15 Av. Monseñor Leonidas Proaño y calle G - Av. Monseñor Leonidas Proaño y calle G - Ibarra, Ecuador;Por Estrenar;Lote 15 Av. Monseñor Leonidas Proaño y calle G - Av. Monseñor Leonidas Proaño y calle G - Ibarra, Ecuador;0;0;0;0;0;0;2017;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;347.62;347.62;0;0;0;0;0;0;0;0;0;347.62;;0.359751;-78.139975;25376.0;25,376;Terreno;De Venta;Lote 15 Av. Monseñor Leonidas Proaño y calle G  - Av. Monseñor Leonidas Proaño y calle G  -  Ibarra, Ecuador
4319;0710622bf17469cd4be9a52ce11f8fb29855bb2a---VENDIDA---S/N Chaquibamba-Guayllabamaba - Chaquibamba - Chaquibamba - Guayllabamba, Ecuador;VENDIDA;S/N Chaquibamba-Guayllabamaba - Chaquibamba - Chaquibamba - Guayllabamba, Ecuador;0;0;0;0;0;0;2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;630.0;0;0;0;0;0;0;0;0;0;630;VENDIDA;0.0;0.0;25200.0;25,200;Terreno;De Venta;S/N Chaquibamba-Guayllabamaba  - Chaquibamba  - Chaquibamba  -  Guayllabamba, Ecuador
4320;8e1104050ad40a3b567595d476b26b2dd0538aae---Por Estrenar---Silanche - Vía Calacalí La Independencia - Pedro Vicente Maldonado, Ecuador;Por Estrenar;Silanche - Vía Calacalí La Independencia - Pedro Vicente Maldonado, Ecuador;0;0;0;0;0;0;2015;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1,465;1465.0;0;0;0;0;0;0;0;0;0;1,465;;0.109068;-79.087978;25000.0;25,000;Terreno;De Venta;Silanche  - Vía Calacalí La Independencia  -  Pedro Vicente Maldonado, Ecuador
4321;d2c46b2aef92d7c135fcb45ae7365c4813ca8852------S/N San José de Conocoto - Conocoto - Quito, Ecuador;;S/N San José de Conocoto - Conocoto - Quito, Ecuador;0;0;0;0;0;0;2010;937.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;937.0;0;0;0;0;0;0;0;0;0;937;;-0.28825305;-78.446743046126;25000.0;25,000;Terreno;De Venta;S/N San José de Conocoto  - Conocoto  -  Quito, Ecuador
4322;fe890c7c0ae9eadc0e9d3be8e289d80422ede23e------Manta - La FAE - Manta, Ecuador;;Manta - La FAE - Manta, Ecuador;0;0;0;0;0;0;2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;200;200.0;0;0;0;0;0;0;0;0;0;200;;-1.018421;-80.468815;25000.0;25,000;Terreno;De Venta;Manta  - La FAE  -  Manta, Ecuador
4323;700d0126c2855897d6b8e8185a887c08838c0f4d------Panamericana Norte - Tocachi, Ecuador;;Panamericana Norte - Tocachi, Ecuador;0;0;0;0;0;0;2021;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;500.0;0;0;1;0;0;0;0;0;0;500;;-0.103676;-78.421362;25000.0;25,000;Terreno;De Venta;Panamericana Norte  -  Tocachi, Ecuador
4324;419a2deb313092b0ac15e21c2dc39f21555eee1a------MARIO MINUCHE - EL CAMBIO, MACHALA - Machala, Ecuador;;MARIO MINUCHE - EL CAMBIO, MACHALA - Machala, Ecuador;0;0;1;0;0;0;2021;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;234;234.0;1;0;0;0;0;1;0;0;0;234;;-3.286788;-79.905375;25000.0;25,000;Terreno;De Venta;MARIO MINUCHE  - EL CAMBIO, MACHALA  -  Machala, Ecuador
4325;1ee56ebf7967287a031683ee62d140089476fad2------25 DE JUNIO - Machala, Ecuador;;25 DE JUNIO - Machala, Ecuador;0;0;0;0;0;0;2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;200.0;0;0;0;0;0;0;0;0;0;200;;0.0;0.0;25000.0;25,000;Terreno;De Venta;25 DE JUNIO  -  Machala, Ecuador
