;_id;estado;direccion;Aeropuerto;Aestrenar;Agua;Alarma;Alcantarillado;Amoblado;Ano Construcción;Area Construcción;Ascensor;Autopista;Avenida;Balcon;Barbecue;Bodega;Cable;CasaColonial;Chimenea;Cocina;Colegio;Comercios;Concreto;Concurrida;Conserje;EdificioN;Estacionamiento;GasCentral;Generador;Gimnasio;Hospital;Iglesia;JInfantiles;Jacuzzi;Jardin;MedidorAgua;Mes Construcción;Moderno;Montania;NoAmbientes;NoBanos;NoDormitorios;NoEstacionamientos;Piscina;Playa;Reconstruido;Renovado;Residencial;Seguridad;Terraza;Terreno;Total M²;TransporteP;Trole;Turismo;Vista Panoramica;Walk;ZonaTranquila;NoAmb;NoBan;NoDorm;NoMetros;estadoTran;lat;lng;precio;price;tipoInv;tipoTran;titulo
0;700a3c679fc98a495a6598aad4fed54bd4370fdb---Usada---Ñusta - Calle Lira Ñan - Causayllacta - Quitumbe, Ecuador;Usada;Ñusta - Calle Lira Ñan - Causayllacta - Quitumbe, Ecuador;0;0;0;0;1;0;2008;93.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;6;2;3;0;0;0;0;0;0;0;1;93;93.0;1;1;0;1;0;0;6;2;3;93;;0.0;0.0;65000.0;65,000;Departamento;De Venta;Ñusta  - Calle Lira Ñan  - Causayllacta  -  Quitumbe, Ecuador
1;fa0ab90a2960f49706bfd7eae09558b399b18ad8---Usada---Condor Ñan - Conjunto Sol del Sur - Ruccullacta - Quitumbe, Ecuador;Usada;Condor Ñan - Conjunto Sol del Sur - Ruccullacta - Quitumbe, Ecuador;0;0;0;0;0;0;2008;;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;7;1;3;0;0;0;0;0;1;1;0;;88.0;1;1;0;0;0;0;7;1;3;88;;0.0;0.0;60000.0;60,000;Departamento;De Venta;Condor Ñan  - Conjunto Sol del Sur  - Ruccullacta  -  Quitumbe, Ecuador
2;dc32d6017e02ba8c61cdaf3454aa9c21d2489463---Usada---Av Pedro V Maldonado - Conjunto Portal de Chimbacalle - Villaflora - La Magdalena, Ecuador;Usada;Av Pedro V Maldonado - Conjunto Portal de Chimbacalle - Villaflora - La Magdalena, Ecuador;0;0;1;0;1;1;2000;;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;1;0;1;1;0;1;0;6;1;2;0;0;0;0;1;1;1;1;46;46.0;1;1;0;1;1;0;6;1;2;46;;0.00073;-0.001073;47000.0;47,000;Departamento;De Venta;Av Pedro V Maldonado  - Conjunto Portal de Chimbacalle  - Villaflora  -  La Magdalena, Ecuador
3;f43847d841c74c009079d9759d0f10a648423183---Usada---Cusubamba - Turubamba Bajo - Solanda, Ecuador;Usada;Cusubamba - Turubamba Bajo - Solanda, Ecuador;0;0;0;1;0;1;2012;432.0;0;0;1;1;1;1;0;0;1;1;1;0;0;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;20;3;7;5;0;0;0;0;1;1;0;405;432.0;0;1;0;0;1;0;20;3;7;432;;-0.277858;-78.539948;215000.0;215,000;Casa;De Venta;Cusubamba  - Turubamba Bajo  -  Solanda, Ecuador
4;fe89e3b31b9f32bfd3cf142e4983eca6ecd95adb---Usada---Rocafuerte - Edificio Casa Ponton - Centro Historico, Ecuador;Usada;Rocafuerte - Edificio Casa Ponton - Centro Historico, Ecuador;0;0;0;1;0;0;2010;71.0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;6;1;3;0;0;0;0;0;0;1;1;71;71.0;1;1;1;1;0;0;6;1;3;71;;0.0;0.0;59500.0;59,500;Departamento;De Venta;Rocafuerte  - Edificio Casa Ponton  -  Centro Historico, Ecuador
5;024beca4c87e1b2dd58e966718954d7952cd4ed9------S/N Alangasi Real Audiencia y De los Ciruelos - Real Audiencia y De los Ciruelos - Alangasi - La Merced, Ecuador;;S/N Alangasi Real Audiencia y De los Ciruelos - Real Audiencia y De los Ciruelos - Alangasi - La Merced, Ecuador;1;0;1;1;1;0;1990;563.0;0;1;0;1;1;1;1;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;7;0;0;0;0;0;1;1;8,840;8840.0;1;0;0;1;0;1;0;0;0;8,840;;-0.313997;-78.40506;355000.0;355,000;Quinta;De Venta;S/N Alangasi Real Audiencia y  De los Ciruelos  - Real Audiencia y De los Ciruelos - Alangasi  -  La Merced, Ecuador
6;b213c17257cb5c9c4dd48ed25505f040b39126e4------Inés Gangotena - Inchalillo - Sangolqui, Ecuador;;Inés Gangotena - Inchalillo - Sangolqui, Ecuador;0;0;0;0;0;0;2020;4905.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,905;4905.0;0;0;0;0;0;0;0;0;0;4,905;;0.0;0.0;417000.0;417,000;Terreno;De Venta;Inés Gangotena  - Inchalillo  -  Sangolqui, Ecuador
7;c2dd9ef79b6ed63638219db15132bfb73954aa69---Por Estrenar---Oe9F BOSSANO - BOSSANO OeF - Bellavista - Iñaquito, Ecuador;Por Estrenar;Oe9F BOSSANO - BOSSANO OeF - Bellavista - Iñaquito, Ecuador;0;1;0;1;0;0;2016;108.84;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;15;1;2;1;0;0;0;0;0;0;0;108.84;108.84;0;0;0;1;0;0;15;1;2;108.84;;-0.18938;-78.477337;155000.0;155,000;Departamento;De Venta;Oe9F BOSSANO  - BOSSANO OeF  - Bellavista  -  Iñaquito, Ecuador
8;d2855ea0ca178c750d17192afbaf653d949fc82e------Bloque Manuel Cordova Galarza - Conjunto.2 Hemisferios - Pusuqui 1 - Pomasqui, Ecuador;;Bloque Manuel Cordova Galarza - Conjunto.2 Hemisferios - Pusuqui 1 - Pomasqui, Ecuador;0;0;1;1;1;1;2000;72.0;0;0;1;0;1;0;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;12;0;1;9;1;3;1;0;0;0;1;1;1;0;;72.0;1;0;0;1;0;1;9;1;3;72;;-0.0702;-78.470099;55000.0;55,000;Departamento;De Venta;Bloque Manuel Cordova Galarza  - Conjunto.2 Hemisferios  - Pusuqui 1  -  Pomasqui, Ecuador
9;1d0e9ad6c6c038f11f81d6876f83104c8aaa405f---Usada---s/N s-19 - Urb.puente de Piedra Conocoto la Salle - La Salle 1 - Conocoto, Ecuador;Usada;s/N s-19 - Urb.puente de Piedra Conocoto la Salle - La Salle 1 - Conocoto, Ecuador;0;0;0;1;0;1;2013;383.64;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;15;2;4;5;0;0;0;0;0;0;0;600;383.64;0;0;0;1;0;0;15;2;4;383.64;;-0.315255;-78.483753;260000.0;260,000;Casa;De Venta;s/N s-19  - Urb.puente de Piedra Conocoto la Salle  - La Salle 1  -  Conocoto, Ecuador
10;587fb9436478e2d4c3d000ef090f95cd4b584a83------OE2-192 JAIME ROLDOS AGUILERA - EDIFICIO BUCAY - Carcelen - Carcelen, Ecuador;;OE2-192 JAIME ROLDOS AGUILERA - EDIFICIO BUCAY - Carcelen - Carcelen, Ecuador;0;1;0;1;0;1;1987;1.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;12;1;0;10;1;2;0;0;0;0;0;0;0;0;;91.0;0;0;0;1;0;0;10;1;2;91;;-0.089515;-78.476387;46500.0;46,500;Departamento;De Venta;OE2-192 JAIME ROLDOS AGUILERA  - EDIFICIO BUCAY  - Carcelen  -  Carcelen, Ecuador
11;97cf9cbbc5b70ec2aee74d33aec6a5dc613693c3---Usada---Oe-142 de los libertadores - Av.de los Libertadores - Josefina Enriquez - La Libertad, Ecuador;Usada;Oe-142 de los libertadores - Av.de los Libertadores - Josefina Enriquez - La Libertad, Ecuador;0;0;0;1;0;1;1995;1995.0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;464.68;570.36;0;0;0;1;0;0;0;0;0;570.36;;-0.233298;-78.530606;400000.0;400,000;Casa;De Venta;Oe-142 de los libertadores  - Av.de los Libertadores  - Josefina Enriquez  -  La Libertad, Ecuador
12;258eacde5d02a8730bd092ab62d769e89cea2e43---Por Estrenar---s/n n1c-sn - PSJ.ALMEIDA Y ABD,CALDERON - Conocoto, Ecuador;Por Estrenar;s/n n1c-sn - PSJ.ALMEIDA Y ABD,CALDERON - Conocoto, Ecuador;0;1;0;0;0;0;1960;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4,220;4021.0;0;0;0;1;0;0;0;0;0;4,021;;-0.303616;-78.485856;400000.0;400,000;Terreno;De Venta;s/n n1c-sn  - PSJ.ALMEIDA Y ABD,CALDERON  -  Conocoto, Ecuador
13;8930a227c1336f23e9db3e23e030ce57fce5cf0e------n31-49 inglaterra - Inglaterra y Mariana de Jesús - La Republica - Iñaquito, Ecuador;;n31-49 inglaterra - Inglaterra y Mariana de Jesús - La Republica - Iñaquito, Ecuador;0;0;0;1;0;1;1989;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;12;1;0;10;3;4;1;0;0;0;0;0;0;0;762;157.0;0;0;0;1;0;0;10;3;4;157;;-0.190732;-78.491971;140000.0;140,000;Departamento;De Venta;n31-49 inglaterra  - Inglaterra y Mariana de Jesús  - La Republica  -  Iñaquito, Ecuador
14;fdaf9243bcd063c6eb51cb96e53a0767a1c03f27------N37-181 6 de diciembre - Edficio.Mena Salazar - El Batan - Iñaquito, Ecuador;;N37-181 6 de diciembre - Edficio.Mena Salazar - El Batan - Iñaquito, Ecuador;0;0;1;1;1;1;1990;196.0;1;1;1;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;0;1;1;1;0;0;1;6;0;1;10;2;3;2;0;0;0;1;1;1;0;;196.0;1;1;0;1;0;1;10;2;3;196;;-0.175519;-78.477642;115000.0;115,000;Departamento;De Venta;N37-181 6 de diciembre  - Edficio.Mena Salazar  - El Batan  -  Iñaquito, Ecuador
15;079676df37847426edddc7f3ccb759213c2baec3------Lola Quintana - Lola Quintana tras el colegio San Vicente de Paúl - Conocoto - Quito, Ecuador;;Lola Quintana - Lola Quintana tras el colegio San Vicente de Paúl - Conocoto - Quito, Ecuador;0;0;0;0;0;0;2021;;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;;1532.74;1;0;1;1;0;1;0;0;0;1,532.74;;-0.292858;-78.477689;215000.0;215,000;Terreno;De Venta;Lola Quintana  - Lola Quintana tras el colegio San Vicente de Paúl  - Conocoto  -  Quito, Ecuador
16;69f9fc656a445d217c379aab788bf59c7291f61b---Usada---Av. Simón Bolívar km 4 1/2 - Turubamba - Quito, Ecuador;Usada;Av. Simón Bolívar km 4 1/2 - Turubamba - Quito, Ecuador;0;0;0;1;1;0;2017;;0;1;1;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;0;1;1;1;0;0;0;0;0;1;1;8;1;3;0;0;0;0;0;1;1;0;;53.91;1;0;0;1;0;0;8;1;3;53.91;;-0.072593;-78.452082;41900.0;41,900;Departamento;De Venta;Av. Simón Bolívar km 4 1/2  - Turubamba  -  Quito, Ecuador
17;3e0c24480c06fa7875514bc4b14ea444b07355c9------MANTA - Sur de Manta - Manta, Ecuador;;MANTA - Sur de Manta - Manta, Ecuador;0;0;1;0;1;0;2014;144.0;0;0;0;0;0;1;1;0;0;0;1;1;1;1;0;1;1;0;0;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;307;307.0;1;0;0;1;1;1;0;0;0;307;;-0.953679;-80.764459;140000.0;140,000;Departamento;De Venta;MANTA  - Sur de Manta  -  Manta, Ecuador
18;8fb1a69c67a995103dad3de7eebc05cd2ff5da29---Usada---MANTA - Centro de Manta - Manta, Ecuador;Usada;MANTA - Centro de Manta - Manta, Ecuador;0;0;1;1;1;1;2015;222.0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;1;1;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;2;1;1;0;1;0;0;1;222;222.0;1;0;1;1;1;0;0;0;0;222;;-0.985044;-80.69404;600000.0;600,000;Departamento;De Venta;MANTA  - Centro de Manta  -  Manta, Ecuador
19;219fbfcefb2750434e8df2a43794b16bf2c6984d------Cancha de la Pradera - El valle - Cuenca, Ecuador;;Cancha de la Pradera - El valle - Cuenca, Ecuador;0;0;1;0;1;0;1999;;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;4,468;4468.0;1;0;0;1;0;1;0;0;0;4,468;;-2.934476;-78.967077;250000.0;250,000;Terreno;De Venta;Cancha de la Pradera  - El valle  -  Cuenca, Ecuador
20;80e9498ac722fd74c6cfed2d98a2518635dfc46b---Usada---CALLE MANUEL SAMANIEGO SAN JUAN ALTO - SAN JUAN ALTO - San Juan Alto - Cumbaya, Ecuador;Usada;CALLE MANUEL SAMANIEGO SAN JUAN ALTO - SAN JUAN ALTO - San Juan Alto - Cumbaya, Ecuador;0;0;0;0;0;0;2012;335.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;9;4;3;5;0;0;0;0;0;0;0;;392.0;0;0;0;1;0;0;9;4;3;392;;0.0;0.0;750000.0;750,000;Departamento;De Venta;CALLE MANUEL SAMANIEGO SAN JUAN ALTO  - SAN JUAN ALTO  - San Juan Alto  -  Cumbaya, Ecuador
21;c4251a3b24e4149a57add2ae09d8f5e7d9009ad1------ALONSO DE TORRES - El Bosque - Cochapamba, Ecuador;;ALONSO DE TORRES - El Bosque - Cochapamba, Ecuador;0;0;0;0;0;0;1983;382.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;390.0;0;0;0;0;0;0;0;0;0;390;;0.0;0.0;333000.0;333,000;Departamento;De Venta;ALONSO DE TORRES  - El Bosque  -  Cochapamba, Ecuador
22;c5cbd78b90ecedad77e019bbbfd811ab1eb6992c------MARIANA DE JESUS - Iñaquito, Ecuador;;MARIANA DE JESUS - Iñaquito, Ecuador;0;0;0;1;0;0;1970;555.0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;8;3;4;0;0;0;0;0;1;0;1;409;555.0;1;0;0;0;0;1;8;3;4;555;;0.0;0.0;350000.0;350,000;Casa;De Venta;MARIANA DE JESUS  -  Iñaquito, Ecuador
23;6acec37fd907336e3ba4ce9f6a414c746c68f027---Usada---Francisco de Orellana - Conjunto Santa Barbara - Cumbaya, Ecuador;Usada;Francisco de Orellana - Conjunto Santa Barbara - Cumbaya, Ecuador;0;0;0;1;0;0;2015;266.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;8;4;3;2;0;0;0;0;0;0;0;;266.0;0;0;0;1;0;0;8;4;3;266;;0.0;0.0;335000.0;335,000;Departamento;De Venta;Francisco de Orellana  - Conjunto Santa Barbara  -  Cumbaya, Ecuador
24;fc8ad410891bfeb12597c3ae98feb854b397af94------Urbanización Altos del Valle Cumbayá - Cumbaya, Ecuador;;Urbanización Altos del Valle Cumbayá - Cumbaya, Ecuador;0;0;0;1;0;0;2000;500.0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;11;3;3;0;0;0;0;0;1;1;1;;1270.0;0;0;0;1;1;1;11;3;3;1,270;;0.0;0.0;670000.0;670,000;Casa;De Venta;Urbanización Altos del Valle Cumbayá  -  Cumbaya, Ecuador
25;e6e7694f1bc44a820c42c618558b7eeaeb866b68------Alonso de Torres y Carvajal - Quito Tenis - Rumipamba, Ecuador;;Alonso de Torres y Carvajal - Quito Tenis - Rumipamba, Ecuador;0;0;0;0;0;0;1997;;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;0;1;0;0;0;1;8;3;3;0;1;0;0;0;1;1;0;;306.0;0;0;0;1;1;1;8;3;3;306;;0.0;0.0;299000.0;299,000;Departamento;De Venta;Alonso de Torres y Carvajal  - Quito Tenis  -  Rumipamba, Ecuador
26;40801d8bc0de13659c546a6774a5446f89a6f047------LA MERCED - La Merced, Ecuador;;LA MERCED - La Merced, Ecuador;0;0;0;0;0;0;2000;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;61600.0;0;0;0;0;0;0;0;0;0;61,600;;-0.217119;-78.514037;2950000.0;2,950,000;Terreno;De Venta;LA MERCED  -  La Merced, Ecuador
27;65158fb47d29fa2de84c446b7803b88614da8782------via lactea - Cumbaya, Ecuador;;via lactea - Cumbaya, Ecuador;0;0;0;1;0;0;2005;343.0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;672;343.0;0;0;0;1;0;0;0;0;0;343;;-0.196358;-78.426303;295000.0;295,000;Casa;De Venta;via lactea  -  Cumbaya, Ecuador
28;b3168b9babb8444315b835aa8446b2f4efe89273------GUAMANI - Guamani, Ecuador;;GUAMANI - Guamani, Ecuador;0;0;0;0;0;0;2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;8812.0;0;0;0;0;0;0;0;0;0;8,812;;0.0;0.0;600000.0;600,000;Terreno;De Venta;GUAMANI  -  Guamani, Ecuador
29;5bae7604d80ceb4b533f5626ee2d6818b4160a2a------Av Maldonado - Av Maldonado - Guamani - Quito, Ecuador;;Av Maldonado - Av Maldonado - Guamani - Quito, Ecuador;0;0;0;0;0;0;2005;679.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;679.0;0;0;0;1;0;0;0;0;0;679;;-0.158575;-78.486646;280000.0;280,000;Casa;De Venta;Av Maldonado  - Av Maldonado  - Guamani  -  Quito, Ecuador
30;234bbfcb8dc9a49bbb1e48b75603e316982fe321------Av. Mariscal Sucre - Av. Mariscal Sucre - La Magdalena - La Magdalena, Ecuador;;Av. Mariscal Sucre - Av. Mariscal Sucre - La Magdalena - La Magdalena, Ecuador;0;0;0;1;0;1;1985;381.0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;4;5;0;0;0;0;0;0;0;0;381;381.0;0;0;0;1;0;0;0;4;5;381;;-0.241264;-78.532046;280000.0;280,000;Inversión;De Venta;Av. Mariscal Sucre  - Av. Mariscal Sucre  - La Magdalena  -  La Magdalena, Ecuador
31;725e27949144b16e85d96146cf8a4204fe168d68------2 URBANIZACION LA FLORENCIA - URBANIZACION LAS FLORENCIA - La Florencia - Cumbaya, Ecuador;;2 URBANIZACION LA FLORENCIA - URBANIZACION LAS FLORENCIA - La Florencia - Cumbaya, Ecuador;0;0;0;0;0;0;2014;185.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;12;2;3;2;0;0;0;0;0;0;0;114.75;250.0;0;0;0;0;0;0;12;2;3;250;;0.0;0.0;1100.0;1,100;Departamento;De Venta;2 URBANIZACION LA FLORENCIA  - URBANIZACION LAS FLORENCIA  - La Florencia  -  Cumbaya, Ecuador
32;eccbc77a38fe3474eb0c2b509665da792b7ae774------2 URBANIZACION LA FLORENCIA - URBANIZACION LAS FLORENCIA - La Florencia - Cumbaya, Ecuador;;2 URBANIZACION LA FLORENCIA - URBANIZACION LAS FLORENCIA - La Florencia - Cumbaya, Ecuador;0;0;0;0;0;0;2014;185.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;10;2;3;2;0;0;0;0;0;0;0;114.50;250.0;0;0;0;0;0;0;10;2;3;250;;-0.207538150901;-78.436803817749;220000.0;220,000;Departamento;De Venta;2 URBANIZACION LA FLORENCIA  - URBANIZACION LAS FLORENCIA  - La Florencia  -  Cumbaya, Ecuador
33;c715651d787389141fe13ed031ca09bb8ec1838e---Usada---Calle de los Olivos - Calle de los Olivos - San Juan Alto - Cumbaya, Ecuador;Usada;Calle de los Olivos - Calle de los Olivos - San Juan Alto - Cumbaya, Ecuador;0;0;0;0;0;0;2005;95.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;2;3;2;0;0;0;0;0;0;0;95;95.0;0;0;0;0;0;0;6;2;3;95;;-0.205092;-78.453648;115000.0;115,000;Departamento;De Venta;Calle de los Olivos  - Calle de los Olivos  - San Juan Alto  -  Cumbaya, Ecuador
34;61bdf1ed54fd75bbf8550cf328ba904946266b31---RESERVADA---250 San Juan Cumbaya - San Juan Bajo - San Juan Bajo - Cumbaya, Ecuador;RESERVADA;250 San Juan Cumbaya - San Juan Bajo - San Juan Bajo - Cumbaya, Ecuador;0;0;0;0;0;0;2008;245.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;10;2;3;2;0;0;0;0;0;0;0;235;245.0;0;0;0;0;0;0;10;2;3;245;RESERVADA;0.0;0.0;185000.0;185,000;Casa;De Venta;250 San Juan Cumbaya  - San Juan Bajo  - San Juan Bajo  -  Cumbaya, Ecuador
35;c3fe5facf7e093449fe0973c02d6a5b29166a41b---Por Estrenar---Resort Playa Azul - Tonsupa - Tonsupa, Ecuador;Por Estrenar;Resort Playa Azul - Tonsupa - Tonsupa, Ecuador;0;0;0;1;0;1;2015;102.0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;2;2;0;1;1;0;1;0;1;0;;118.0;0;0;0;1;0;0;0;2;2;118;;0.90313;-79.79763;185000.0;185,000;Departamento;De Venta;Resort Playa Azul  - Tonsupa  -  Tonsupa, Ecuador
36;68d8cfb69ce064441e2b0a8a6879e09f229b1fb7---Usada---E2-121 ISAAC ALBENIZ - PABLO CASALS - Las Acacias - Quito, Ecuador;Usada;E2-121 ISAAC ALBENIZ - PABLO CASALS - Las Acacias - Quito, Ecuador;0;0;1;0;1;0;1980;135.0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;1;0;0;0;1;0;0;0;7;2;3;1;0;0;0;1;1;0;0;;135.0;1;0;0;1;0;0;7;2;3;135;;-0.152961;-78.48223;115000.0;115,000;Departamento;De Venta;E2-121 ISAAC ALBENIZ  - PABLO CASALS  - Las Acacias  -  Quito, Ecuador
37;55198fbecf7db64176601fb36a59a63c5110da2e------161 Rancho San Grancisco - Rancho San Francisco - Quito, Ecuador;;161 Rancho San Grancisco - Rancho San Francisco - Quito, Ecuador;0;0;0;0;0;0;2021;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;750.0;0;0;0;1;0;0;0;0;0;750;;-0.22985;-78.52495;728000.0;728,000;Terreno;De Venta;161 Rancho San Grancisco  - Rancho San Francisco  -  Quito, Ecuador
38;fb27dc920c9dda8cfa755250eedd238d27aa7260---VENDIDA---Control Sur. - Control Sur - Yanuncay - Cuenca, Ecuador;VENDIDA;Control Sur. - Control Sur - Yanuncay - Cuenca, Ecuador;0;0;0;1;0;0;2008;158.0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;5;2;4;0;0;0;0;0;0;0;0;138;158.0;0;0;0;0;0;0;5;2;4;158;VENDIDA;-2.90054;-79.00453;120000.0;120,000;Casa;De Venta;Control Sur.  - Control Sur  - Yanuncay  -  Cuenca, Ecuador
39;345f330d5d77e198b96417847d1345649dea6935------sector colegio las Catalinas - Ricaurte - Cuenca, Ecuador;;sector colegio las Catalinas - Ricaurte - Cuenca, Ecuador;0;1;0;1;0;0;2016;171.0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;5;1;3;0;0;0;0;0;0;0;0;202;171.0;0;0;0;1;0;0;5;1;3;171;;-2.872279;-78.966111;95000.0;95,000;Casa;De Venta;sector colegio las Catalinas  - Ricaurte  -  Cuenca, Ecuador
40;4693fab64a7330240b1b13fbf37c0887d6d97838------Via antigua Guaranda - Echeandia, Ecuador;;Via antigua Guaranda - Echeandia, Ecuador;0;0;0;0;0;0;1990;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;500000.0;0;0;0;0;0;0;0;0;0;500,000;;0.0;0.0;380000.0;380,000;Terreno;De Venta;Via antigua Guaranda  -  Echeandia, Ecuador
41;b69c6d3ae332b2b21f6f06eff2b471a1f5ffc987---Reconstruida/ Renovada---Alangasi - Alangasi, Ecuador;Reconstruida/ Renovada;Alangasi - Alangasi, Ecuador;0;0;0;0;0;0;1984;808.0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;8;5;5;0;0;0;1;1;0;0;1;1,600;808.0;0;0;0;1;0;0;8;5;5;808;;0.0;0.0;316000.0;316,000;Casa;De Venta;Alangasi  -  Alangasi, Ecuador
42;8d487c03ef5234ccb74b5f05dec2fc64c45773c3------av ilalo y los tucanes - Alangasi, Ecuador;;av ilalo y los tucanes - Alangasi, Ecuador;0;0;0;0;0;0;2012;141.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;11;2;3;0;0;0;0;0;0;0;0;74;214.0;0;0;0;0;0;0;11;2;3;214;;-0.292853033949;-78.447811603546;135000.0;135,000;Casa;De Venta;av ilalo y los tucanes  -  Alangasi, Ecuador
43;332b97ce4188a9a666968bf996c4459481bd2133---Usada---La Luna y Orion - Mirasierra - Mirasierra - Alangasi, Ecuador;Usada;La Luna y Orion - Mirasierra - Mirasierra - Alangasi, Ecuador;0;0;0;0;0;0;2005;300.0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;10;0;0;12;3;3;8;0;0;0;0;0;0;0;1,000;234.54;0;0;0;0;0;0;12;3;3;234.54;;-0.286846;-78.455131;350000.0;350,000;Casa;De Venta;La Luna y Orion  - Mirasierra  - Mirasierra  -  Alangasi, Ecuador
